"name","link","rank","draft_year","draft_rd","draft_pk","recruit_year","top","highSchool","coll","draft","rookie","success","highest"
"Juan Dixon","/players/d/dixonju01.html",,2002,,,,0,1,1,1,1,4,"success"
"Anthony Tolliver","/players/t/tollian01.html",,2008,,,,0,1,1,1,0,,"rookie"
"Alando Tucker","/players/t/tuckeal02.html",,2007,,,,0,1,1,0,,,"draft"
"James Ennis","/players/e/ennisja01.html",,2013,,,,0,1,1,1,1,3,"success"
"Jeremy Tyler","/players/t/tylerje01.html",,2011,,,,0,1,1,0,,,"draft"
"Noel Felix","/players/f/felixno01.html",,2005,,,,0,1,1,0,,,"draft"
"Edwin Ubiles","/players/u/ubileed01.html",,2011,,,,0,1,1,0,,,"draft"
"Richie Frahm","/players/f/frahmri01.html",,2003,,,,0,1,1,0,,,"draft"
"Ekpe Udoh","/players/u/udohek01.html",,2010,,,,0,1,1,1,0,,"rookie"
"Langston Galloway","/players/g/gallola01.html",,2014,,,,0,1,1,1,0,,"rookie"
"Ime Udoka","/players/u/udokaim01.html",,2003,,,,0,1,1,0,,,"draft"
"Ryan Gomes","/players/g/gomesry01.html",,2005,,,,0,1,1,1,1,3,"success"
"Ben Uzoh","/players/u/uzohbe01.html",,2010,,,,0,1,1,0,,,"draft"
"Anthony Grundy","/players/g/grundan01.html",,2005,,,,0,1,1,0,,,"draft"
"Justin Harper","/players/h/harpeju01.html",,2011,,,,0,1,1,0,,,"draft"
"Jackson Vroman","/players/v/vromaja01.html",,2004,,,,0,1,1,0,,,"draft"
"Jarvis Hayes","/players/h/hayesja01.html",,2003,,,,0,1,1,1,1,4,"success"
"Nikola Vucevic","/players/v/vucevni01.html",,2011,,,,0,1,1,1,1,2,"success"
"Cory Higgins","/players/h/higgico01.html",,2011,,,,0,1,1,0,,,"draft"
"Dwyane Wade","/players/w/wadedw01.html",,2003,,,,0,1,1,1,1,1,"success"
"Ryan Hollins","/players/h/holliry01.html",,2006,,,,0,1,1,0,,,"draft"
"Casper Ware","/players/w/wareca01.html",,2013,,,,0,1,1,0,,,"draft"
"Brandon Hunter","/players/h/huntebr01.html",,2003,,,,0,1,1,0,,,"draft"
"Hakim Warrick","/players/w/warriha01.html",,2005,,,,0,1,1,1,1,4,"success"
"Dontell Jefferson","/players/j/jeffedo01.html",,2008,,,,0,1,1,0,,,"draft"
"Kyle Weaver","/players/w/weaveky01.html",,2008,,,,0,1,1,0,,,"draft"
"Pat Burke","/players/b/burkepa01.html",,2002,,,,0,1,1,0,,,"draft"
"Sonny Weems","/players/w/weemsso01.html",,2008,,,,0,1,1,0,,,"draft"
"Russell Westbrook","/players/w/westbru01.html",,2008,,,,0,1,1,1,1,1,"success"
"Robert Covington","/players/c/covinro01.html",,2013,,,,0,1,1,0,,,"draft"
"David West","/players/w/westda01.html",,2003,,,,0,1,1,1,1,2,"success"
"Justin Dentmon","/players/d/dentmju01.html",,2011,,,,0,1,1,0,,,"draft"
"Delonte West","/players/w/westde01.html",,2004,,,,0,1,1,1,1,2,"success"
"Shane Edwards","/players/e/edwarsh01.html",,2013,,,,0,1,1,0,,,"draft"
"Mario West","/players/w/westma02.html",,2007,,,,0,1,1,0,,,"draft"
"Luis Flores","/players/f/florelu01.html",,2004,,,,0,1,1,0,,,"draft"
"Paul George","/players/g/georgpa01.html",,2010,,,,0,1,1,1,1,1,"success"
"Hassan Whiteside","/players/w/whiteha01.html",,2010,,,,0,1,1,1,1,2,"success"
"Taurean Green","/players/g/greenta01.html",,2007,,,,0,1,1,0,,,"draft"
"Shayne Whittington","/players/w/whittsh01.html",,2014,,,,0,1,1,0,,,"draft"
"Junior Harrington","/players/h/harriju01.html",,2002,,,,0,1,1,1,0,,"rookie"
"C.J. Wilcox","/players/w/wilcocj01.html",,2014,,,,0,1,1,0,,,"draft"
"Darington Hobson","/players/h/hobsoda01.html",,2010,,,,0,1,1,0,,,"draft"
"Mike Wilks","/players/w/wilksmi01.html",,2002,,,,0,1,1,0,,,"draft"
"Joe Alexander","/players/a/alexajo01.html",,2008,,,,0,1,1,0,,,"draft"
"J.R. Bremer","/players/b/bremejr01.html",,2002,,,,0,1,1,1,0,,"rookie"
"Mardy Collins","/players/c/collima01.html",,2006,,,,0,1,1,0,,,"draft"
"Jordan Williams","/players/w/willijo03.html",,2011,,,,0,1,1,0,,,"draft"
"Zabian Dowdell","/players/d/dowdeza01.html",,2010,,,,0,1,1,0,,,"draft"
"Justin Williams","/players/w/williju01.html",,2006,,,,0,1,1,0,,,"draft"
"Matt Freije","/players/f/freijma01.html",,2004,,,,0,1,1,0,,,"draft"
"Justin Hamilton","/players/h/hamilju01.html",,2012,,,,0,1,1,0,,,"draft"
"Reggie Williams","/players/w/willire02.html",,2009,,,,0,1,1,0,,,"draft"
"Lester Hudson","/players/h/hudsole01.html",,2009,,,,0,1,1,0,,,"draft"
"Sean Williams","/players/w/willise01.html",,2007,,,,0,1,1,0,,,"draft"
"Marcus Banks","/players/b/banksma01.html",,2003,,,,0,1,1,0,,,"draft"
"Erik Daniels","/players/d/danieer01.html",,2004,,,,0,1,1,0,,,"draft"
"Qyntel Woods","/players/w/woodsqy01.html",,2002,,,,0,1,1,0,,,"draft"
"Nate Wolters","/players/w/woltena01.html",,2013,,,,0,1,1,0,,,"draft"
"Luther Head","/players/h/headlu01.html",,2005,,,,0,1,1,1,1,2,"success"
"Kenneth Faried","/players/f/farieke01.html",,2011,,,,0,1,1,1,1,2,"success"
"Geno Carlisle","/players/c/carlige01.html",,2004,,,,0,1,1,0,,,"draft"
"Reggie Jackson","/players/j/jacksre01.html",,2011,,,,0,1,1,1,1,2,"success"
