"name","college","rank","draft_year","draft_rd","draft_pk","recruit_year","nba_mean_vorp","top","highSchool","coll","draft","rookie","allstar","bad","good","great","highest"
"Chris Allen","Iowa State University",40,,,,2007,,1,1,0,,,,,,,"college"
"Dar Tucker","DePaul University",41,,,,2007,,1,1,0,,,,,,,"college"
"Manny Harris","University of Michigan",42,,,,2007,,1,1,0,,,,,,,"college"
"Scott Martin","University of Notre Dame",43,,,,2007,,1,1,0,,,,,,,"college"
"Senario Hillman","University of Alabama",44,,,,2007,,1,1,0,,,,,,,"college"
"Mac Koshwal","DePaul University",45,,,,2007,,1,1,0,,,,,,,"college"
"James Johnson","Wake Forest University",46,2009,1,16,2007,1.93,1,1,1,1,1,,,1,,"good"
"JaJuan Johnson","Purdue University",47,2011,1,27,2007,,1,1,1,1,0,,,,,"rookie"
"Jeff Robinson","Seton Hall University",48,,,,2007,,1,1,0,,,,,,,"college"
"Matthew Bryan-Amaning","University of Washington",49,,,,2007,,1,1,0,,,,,,,"college"
"Scoop Jardine","Syracuse University",50,,,,2007,,1,1,0,,,,,,,"college"
"Craig Brackins","Iowa State University",51,2010,1,21,2007,,1,1,1,1,1,,,,,"other"
"Evan Turner","Ohio State University",52,2010,1,2,2007,0,1,1,1,1,1,,,1,,"good"
"Alex Tyus","University of Florida",53,,,,2007,,1,1,0,,,,,,,"college"
"Rico Pickett","Manhattan College",54,,,,2007,,1,1,0,,,,,,,"college"
"Jeff Teague","Wake Forest University",55,2009,1,19,2007,1.49,1,1,1,1,1,,,1,,"good"
"Chris Wright","University of Dayton",56,,,,2007,,1,1,0,,,,,,,"college"
"Jon Diebler","Ohio State University",57,2011,2,51,2007,,1,1,1,0,,,,,,"draft"
"Anthony McClain","University of Cincinnati",58,,,,2007,,1,1,0,,,,,,,"college"
"Chace Stanback","University of Nevada, Las Vegas",59,,,,2007,,1,1,0,,,,,,,"college"
"Rick Jackson","Syracuse University",60,,,,2007,,1,1,0,,,,,,,"college"
"Robbie Hummel","Purdue University",61,2012,2,58,2007,,1,1,1,1,1,,,,,"other"
"Marcus Morris","University of Kansas",62,2011,1,14,2007,0.96,1,1,1,1,1,,,1,,"good"
"Tyrel Reed","University of Kansas",63,,,,2007,,1,1,0,,,,,,,"college"
"Tracy Smith","North Carolina State University",64,,,,2007,,1,1,0,,,,,,,"college"
"Demetri McCamey","University of Illinois at Urbana-Champaign",65,,,,2007,,1,1,0,,,,,,,"college"
"Rakim Sanders","Fairfield University",66,,,,2007,,1,1,0,,,,,,,"college"
"Jeff Jones","University of Virginia",66,,,,2007,,1,1,0,,,,,,,"college"
"Corey Chandler","Rutgers University",68,,,,2007,,1,1,0,,,,,,,"college"
"Bill Walker","Kansas State University",69,2008,2,47,2007,,1,1,1,1,1,,,,,"other"
"Braxton Dupree","Towson University",69,,,,2007,,1,1,0,,,,,,,"college"
"Dorenzo Hudson","Virginia Polytechnic Institute and State University",71,,,,2007,,1,1,0,,,,,,,"college"
"Eddie Rios","Texas State University",72,,,,2007,,1,1,0,,,,,,,"college"
"Julian Vaughn","Georgetown University",73,,,,2007,,1,1,0,,,,,,,"college"
"Malcolm Delaney","Virginia Polytechnic Institute and State University",74,,,,2007,,1,1,0,,,,,,,"college"
"Dallas Lauderdale","Ohio State University",75,,,,2007,,1,1,0,,,,,,,"college"
"Jason Henry","University of Arkansas",76,,,,2007,,1,1,0,,,,,,,"college"
"Gus Gilchrist","University of South Florida",77,,,,2007,,1,1,0,,,,,,,"college"
"Dominique Sutton","",78,,,,2007,,1,0,,,,,,,,"highSchool"
"Beas Hamga","University of Alabama at Birmingham",79,,,,2007,,1,1,0,,,,,,,"college"
"Justin Burrell","St. John's University",80,,,,2007,,1,1,0,,,,,,,"college"
"Jeremy Price","University of Georgia",80,,,,2007,,1,1,0,,,,,,,"college"
"Clint Chapman","University of Texas at Austin",82,,,,2007,,1,1,0,,,,,,,"college"
"Jeff Allen","Virginia Polytechnic Institute and State University",83,,,,2007,,1,1,0,,,,,,,"college"
"George Goode","Fairleigh Dickinson University",84,,,,2007,,1,1,0,,,,,,,"college"
"Jeff Brooks","Pennsylvania State University",85,,,,2007,,1,1,0,,,,,,,"college"
"Ravern Johnson","Mississippi State University",86,,,,2007,,1,1,0,,,,,,,"college"
"Maurice Miller","Georgia Institute of Technology",87,,,,2007,,1,1,0,,,,,,,"college"
"Jon Leuer","University of Wisconsin",88,2011,2,40,2007,1,1,1,1,1,1,,,1,,"good"
"Brad Wanamaker","University of Pittsburgh",89,,,,2007,,1,1,0,,,,,,,"college"
"Eli Holman","University of Detroit Mercy",90,,,,2007,,1,1,0,,,,,,,"college"
"Trevor Mbakwe","University of Minnesota",91,,,,2007,,1,1,0,,,,,,,"college"
"Markieff Morris","University of Kansas",92,2011,1,13,2007,0.67,1,1,1,1,1,,,1,,"good"
"Brandon McGee","Georgia State University",93,,,,2007,,1,1,0,,,,,,,"college"
"Martavius Adams","Longwood University",94,,,,2007,,1,1,0,,,,,,,"college"
"Darnell Gant","University of Washington",95,,,,2007,,1,1,0,,,,,,,"college"
"Mike Holmes","",96,,,,2007,,1,0,,,,,,,,"highSchool"
"Mamadou Diarra","University of Southern California",97,,,,2007,,1,1,0,,,,,,,"college"
"Tyrone Shelley","San Diego State University",98,,,,2007,,1,1,0,,,,,,,"college"
"Leonard Washington","University of Wyoming",99,,,,2007,,1,1,0,,,,,,,"college"
"Steven Gray","Gonzaga University",100,,,,2007,,1,1,0,,,,,,,"college"
"Brandon Jennings","",1,2009,1,10,2008,1.52,1,1,1,1,1,,,1,,"good"
"Jrue Holiday","University of California, Los Angeles",2,2009,1,17,2008,1.83,1,1,1,1,1,,,1,,"good"
"Tyreke Evans","University of Memphis",3,2009,1,4,2008,1.74,1,1,1,1,1,,,1,,"good"
"Samardo Samuels","University of Louisville",4,,,,2008,,1,1,0,,,,,,,"college"
"DeMar DeRozan","University of Southern California",5,2009,1,9,2008,0.89,1,1,1,1,1,,,1,,"good"
"Greg Monroe","Georgetown University",6,2010,1,7,2008,2.33,1,1,1,1,1,,,,1,"great"
"Al-Farouq Aminu","Wake Forest University",7,2010,1,8,2008,0.95,1,1,1,1,1,,,1,,"good"
"Byron Mullens","Ohio State University",8,2009,1,24,2008,-1.1,1,1,1,1,1,,1,,,"bad"
"Ed Davis","University of North Carolina",9,2010,1,13,2008,1.54,1,1,1,1,1,,,1,,"good"
"Delvon Roe","Michigan State University",10,,,,2008,,1,1,0,,,,,,,"college"
"Scotty Hopson","University of Tennessee",11,,,,2008,,1,1,0,,,,,,,"college"
"William Buford","Ohio State University",12,,,,2008,,1,1,0,,,,,,,"college"
"Willie Warren","University of Oklahoma",13,2010,2,54,2008,,1,1,1,1,0,,,,,"rookie"
"Chris Singleton","Florida State University",14,2011,1,18,2008,0.4,1,1,1,1,1,,,1,,"good"
"Kemba Walker","University of Connecticut",15,2011,1,9,2008,2.77,1,1,1,1,1,,,,1,"great"
"Elliot Williams","University of Memphis",15,2010,1,22,2008,,1,1,1,1,1,,,,,"other"
"JaMychal Green","University of Alabama",17,,,,2008,0.8,1,1,0,,,,,,,"college"
"Tyler Zeller","University of North Carolina",18,2012,1,17,2008,0.55,1,1,1,1,1,,,1,,"good"
"Luke Babbitt","University of Nevada, Reno",19,2010,1,16,2008,,1,1,1,1,1,,,,,"other"
"Malcolm Lee","University of California, Los Angeles",20,2011,2,43,2008,,1,1,1,1,1,,,,,"other"
"DeQuan Jones","University of Miami",21,,,,2008,,1,1,0,,,,,,,"college"
"Michael Dunigan","University of Oregon",22,,,,2008,,1,1,0,,,,,,,"college"
"Iman Shumpert","Georgia Institute of Technology",22,2011,1,17,2008,0.68,1,1,1,1,1,,,1,,"good"
"Trey Thompkins","University of Georgia",24,2011,2,37,2008,,1,1,1,1,0,,,,,"rookie"
"J'Mison Morgan","Baylor University",25,,,,2008,,1,1,0,,,,,,,"college"
"Eloy Vargas","University of Kentucky",26,,,,2008,,1,1,0,,,,,,,"college"
"Jeff Withey","University of Kansas",27,2013,2,39,2008,,1,1,1,1,1,,,,,"other"
"Rashanti Harris","",27,,,,2008,,1,0,,,,,,,,"highSchool"
"Drew Gordon","University of New Mexico",29,,,,2008,,1,1,0,,,,,,,"college"
"Devin Ebanks","West Virginia University",30,2010,2,43,2008,,1,1,1,1,1,,,,,"other"
"Mike Rosario","University of Florida",31,,,,2008,,1,1,0,,,,,,,"college"
"Yancy Gates","University of Cincinnati",31,,,,2008,,1,1,0,,,,,,,"college"
"Sylven Landesberg","University of Virginia",33,,,,2008,,1,1,0,,,,,,,"college"
"DeAndre Liggins","University of Kentucky",34,2011,2,53,2008,,1,1,1,1,1,,,,,"other"
"Kenny Kadji","University of Miami",35,,,,2008,,1,1,0,,,,,,,"college"
"Darius Miller","University of Kentucky",35,2012,2,46,2008,0.5,1,1,1,1,1,,,1,,"good"
"Ty Walker","Wake Forest University",37,,,,2008,,1,1,0,,,,,,,"college"
"Wesley Witherspoon","University of Memphis",38,,,,2008,,1,1,0,,,,,,,"college"
"Tony Mitchell","University of Alabama",39,,,,2008,,1,1,0,,,,,,,"college"
"Anthony Jones","Baylor University",40,,,,2008,,1,1,0,,,,,,,"college"
"Jerime Anderson","University of California, Los Angeles",41,,,,2008,,1,1,0,,,,,,,"college"
"Tony Woods","University of Oregon",41,,,,2008,,1,1,0,,,,,,,"college"
"Emmanuel Negedu","University of New Mexico",43,,,,2008,,1,1,0,,,,,,,"college"
"Romero Osby","University of Oklahoma",44,2013,,,2008,,1,1,1,0,,,,,,"draft"
"Larry Drew","University of California, Los Angeles",44,,,,2008,,1,1,0,,,,,,,"college"
"Mookie Jones","Syracuse University",46,,,,2008,,1,1,0,,,,,,,"college"
"Kevin Jones","West Virginia University",47,,,,2008,,1,1,0,,,,,,,"college"
"Kenny Frease","Xavier University",48,,,,2008,,1,1,0,,,,,,,"college"
"Travis Releford","University of Kansas",49,,,,2008,,1,1,0,,,,,,,"college"
"Sean Mosley","University of Maryland",50,,,,2008,,1,1,0,,,,,,,"college"
"Henry Sims","Georgetown University",51,,,,2008,,1,1,0,,,,,,,"college"
"John Riek","Mississippi State University",52,,,,2008,,1,1,0,,,,,,,"college"
"Terrelle Pryor","",53,,,,2008,,1,0,,,,,,,,"highSchool"
"Angel Garcia","University of Memphis",54,,,,2008,,1,1,0,,,,,,,"college"
"Xavier Gibson","Florida State University",55,,,,2008,,1,1,0,,,,,,,"college"
"Kris Joseph","Syracuse University",56,2012,2,51,2008,,1,1,1,1,0,,,,,"rookie"
"Terrence Jennings","University of Louisville",57,,,,2008,,1,1,0,,,,,,,"college"
"Klay Thompson","Washington State University",58,2011,1,11,2008,1.5,1,1,1,1,1,,,1,,"good"
"J'Covan Brown","University of Texas at Austin",59,,,,2008,,1,1,0,,,,,,,"college"
"D.J. Seeley","California State University, Fullerton",60,,,,2008,,1,1,0,,,,,,,"college"
"Ray Shipman","University of Florida",61,,,,2008,,1,1,0,,,,,,,"college"
"Jason Clark","Georgetown University",62,,,,2008,,1,1,0,,,,,,,"college"
"Marcus Morris","University of Kansas",63,2011,1,14,2008,0.96,1,1,1,1,1,,,1,,"good"
"Ralph Sampson","University of Minnesota",64,,,,2008,,1,1,0,,,,,,,"college"
"Catalin Baciu","Clemson University",65,,,,2008,,1,1,0,,,,,,,"college"
"Olek Czyz","University of Nevada, Reno",66,,,,2008,,1,1,0,,,,,,,"college"
"Markieff Morris","University of Kansas",67,2011,1,13,2008,0.67,1,1,1,1,1,,,1,,"good"
"Elston Turner","Texas A&M University",68,,,,2008,,1,1,0,,,,,,,"college"
"Scott Suggs","University of Washington",69,,,,2008,,1,1,0,,,,,,,"college"
"Renaldo Woolridge","University of Southern California",70,,,,2008,,1,1,0,,,,,,,"college"
"Chris Braswell","University of North Carolina at Charlotte",71,,,,2008,,1,1,0,,,,,,,"college"
"Storm Warren","Louisiana State University",72,,,,2008,,1,1,0,,,,,,,"college"
"Tyshawn Taylor","University of Kansas",73,2012,2,41,2008,,1,1,1,1,1,,,,,"other"
"Ater Majok","University of Connecticut",74,2011,2,58,2008,,1,1,1,0,,,,,,"draft"
"Terrance Henry","University of Mississippi",74,,,,2008,,1,1,0,,,,,,,"college"
"Allan Chaney","University of Florida",76,,,,2008,,1,1,0,,,,,,,"college"
"Matt Simpkins","University of Memphis",78,,,,2008,,1,1,0,,,,,,,"college"
"Erving Walker","University of Florida",79,,,,2008,,1,1,0,,,,,,,"college"
"Courtney Fortson","University of Arkansas",80,,,,2008,,1,1,0,,,,,,,"college"
"Miles Plumlee","Duke University",81,2012,1,26,2008,0.2,1,1,1,1,1,,,1,,"good"
"David Loubeau","Texas A&M University",82,,,,2008,,1,1,0,,,,,,,"college"
"Anthony Booker","Iowa State University",83,,,,2008,,1,1,0,,,,,,,"college"
"Latavious Williams","",84,2010,2,48,2008,,1,1,1,0,,,,,,"draft"
"Nasir Robinson","University of Pittsburgh",85,,,,2008,,1,1,0,,,,,,,"college"
"Rotnei Clarke","Butler University",86,,,,2008,,1,1,0,,,,,,,"college"
"Korie Lucious","Iowa State University",87,,,,2008,,1,1,0,,,,,,,"college"
"Nick Williams","University of Mississippi",88,,,,2008,,1,1,0,,,,,,,"college"
"Matt Gatens","University of Iowa",89,,,,2008,,1,1,0,,,,,,,"college"
"Quintrell Thomas","University of Nevada, Las Vegas",90,,,,2008,,1,1,0,,,,,,,"college"
"Nate Miles","",91,,,,2008,,1,0,,,,,,,,"highSchool"
"Cashmere Wright","University of Cincinnati",93,,,,2008,,1,1,0,,,,,,,"college"
"Gregory Echenique","Creighton University",94,,,,2008,,1,1,0,,,,,,,"college"
"Draymond Green","Michigan State University",95,2012,2,35,2008,3.94,1,1,1,1,1,,,,1,"great"
"Paul Williams","University of Dayton",95,,,,2008,,1,1,0,,,,,,,"college"
"Jeff Taylor","Vanderbilt University",95,2012,2,31,2008,-0.5,1,1,1,1,1,,,1,,"good"
"Devoe Joseph","University of Oregon",98,,,,2008,,1,1,0,,,,,,,"college"
"Roscoe Davis","",99,,,,2008,,1,0,,,,,,,,"highSchool"
"Anthony Crater","University of South Florida",100,,,,2008,,1,1,0,,,,,,,"college"
"Delwan Graham","Jacksonville University",100,,,,2008,,1,1,0,,,,,,,"college"
"Jared Berggren","University of Wisconsin",100,,,,2008,,1,1,0,,,,,,,"college"
"Derrick Favors","Georgia Institute of Technology",1,2010,1,3,2009,1.53,1,1,1,1,1,,,1,,"good"
"John Wall","University of Kentucky",2,2010,1,1,2009,2.9,1,1,1,1,1,,,,1,"great"
"DeMarcus Cousins","University of Kentucky",3,2010,1,5,2009,2.68,1,1,1,1,1,,,,1,"great"
"Avery Bradley","University of Texas at Austin",4,2010,1,19,2009,0.46,1,1,1,1,1,,,1,,"good"
"John Henson","University of North Carolina",5,2012,1,14,2009,1.15,1,1,1,1,1,,,1,,"good"
"Xavier Henry","University of Kansas",6,2010,1,12,2009,,1,1,1,1,1,,,,,"other"
"Renardo Sidney","Mississippi State University",7,,,,2009,,1,1,0,,,,,,,"college"
"Lance Stephenson","University of Cincinnati",8,2010,2,40,2009,1.03,1,1,1,1,1,,,1,,"good"
"Kenny Boynton","University of Florida",9,,,,2009,,1,1,0,,,,,,,"college"
"Tiny Gallon","University of Oklahoma",10,2010,,,2009,,1,1,1,0,,,,,,"draft"
"Abdul Gaddy","University of Washington",11,,,,2009,,1,1,0,,,,,,,"college"
"Mouphtaou Yarou","Villanova University",12,,,,2009,,1,1,0,,,,,,,"college"
"Dante Taylor","University of Pittsburgh",13,,,,2009,,1,1,0,,,,,,,"college"
"Ryan Kelly","Duke University",14,2013,2,48,2009,,1,1,1,1,1,,,,,"other"
"Wally Judge","Rutgers University",15,,,,2009,,1,1,0,,,,,,,"college"
"Alex Oriakhi","University of Missouri",16,2013,2,57,2009,,1,1,1,0,,,,,,"draft"
"Michael Snaer","Florida State University",17,,,,2009,,1,1,0,,,,,,,"college"
"Mason Plumlee","Duke University",18,2013,1,22,2009,2.07,1,1,1,1,1,,,,1,"great"
"Dominic Cheek","Villanova University",19,,,,2009,,1,1,0,,,,,,,"college"
"Daniel Orton","University of Kentucky",19,2010,1,29,2009,,1,1,1,1,1,,,,,"other"
"Milton Jennings","Clemson University",21,,,,2009,,1,1,0,,,,,,,"college"
"Jordan Hamilton","University of Texas at Austin",22,2011,1,26,2009,,1,1,1,1,1,,,,,"other"
"Maalik Wayns","Villanova University",23,,,,2009,,1,1,0,,,,,,,"college"
"Dexter Strickland","University of North Carolina",24,,,,2009,,1,1,0,,,,,,,"college"
"Elijah Johnson","University of Kansas",25,,,,2009,,1,1,0,,,,,,,"college"
"Lorenzo Brown","North Carolina State University",26,2013,2,52,2009,,1,1,1,1,1,,,,,"other"
"Peyton Siva","University of Louisville",27,2013,2,56,2009,,1,1,1,1,0,,,,,"rookie"
"Thomas Robinson","University of Kansas",28,2012,1,5,2009,,1,1,1,1,1,,,,,"other"
"John Jenkins","Vanderbilt University",29,2012,1,23,2009,,1,1,1,1,1,,,,,"other"
"Tommy Mason-Griffin","University of Oklahoma",30,,,,2009,,1,1,0,,,,,,,"college"
"Royce White","Iowa State University",31,2012,1,16,2009,,1,1,1,1,0,,,,,"rookie"
"Tyler Honeycutt","University of California, Los Angeles",32,2011,2,35,2009,,1,1,1,1,1,,,,,"other"
"Durand Scott","University of Miami",33,,,,2009,,1,1,0,,,,,,,"college"
"Mfon Udofia","Georgia Institute of Technology",34,,,,2009,,1,1,0,,,,,,,"college"
"D.J. Richardson","University of Illinois at Urbana-Champaign",35,,,,2009,,1,1,0,,,,,,,"college"
"Aaric Murray","Texas Southern University",36,,,,2009,,1,1,0,,,,,,,"college"
"David Wear","University of California, Los Angeles",37,,,,2009,,1,1,0,,,,,,,"college"
"Travis Wear","University of California, Los Angeles",38,,,,2009,,1,1,0,,,,,,,"college"
"Ari Stewart","University of Southern California",39,,,,2009,,1,1,0,,,,,,,"college"
"Jamil Wilson","Marquette University",40,,,,2009,,1,1,0,,,,,,,"college"
"Nolan Dennis","Baylor University",41,,,,2009,,1,1,0,,,,,,,"college"
"Noel Johnson","Auburn University",42,,,,2009,,1,1,0,,,,,,,"college"
"Erik Murphy","University of Florida",43,2013,2,49,2009,,1,1,1,1,0,,,,,"rookie"
"Leslie McDonald","University of North Carolina",44,,,,2009,,1,1,0,,,,,,,"college"
"Christian Watford","Indiana University",45,,,,2009,,1,1,0,,,,,,,"college"
"Rodney Williams","University of Minnesota",46,,,,2009,,1,1,0,,,,,,,"college"
"Junior Cadougan","Marquette University",47,,,,2009,,1,1,0,,,,,,,"college"
"Kawhi Leonard","San Diego State University",48,2011,1,15,2009,4.23,1,1,1,1,1,1,,,,"allstar"
"Brandon Paul","University of Illinois at Urbana-Champaign",49,,,,2009,,1,1,0,,,,,,,"college"
"Jamal Coombs-McDaniel","University of Connecticut",50,,,,2009,,1,1,0,,,,,,,"college"
"Ray Penn","Texas Southern University",51,,,,2009,,1,1,0,,,,,,,"college"
"Eric Bledsoe","University of Kentucky",52,2010,1,18,2009,2.1,1,1,1,1,1,,,,1,"great"
"Kyryl Natyazhko","University of Arizona",53,,,,2009,,1,1,0,,,,,,,"college"
"Rakeem Buckles","Florida International University",54,,,,2009,,1,1,0,,,,,,,"college"
"Shawn Williams","Southern Methodist University",55,,,,2009,,1,1,0,,,,,,,"college"
"Solomon Hill","University of Arizona",56,2013,1,23,2009,1,1,1,1,1,1,,,1,,"good"
"Mike Moser","University of Oregon",57,,,,2009,,1,1,0,,,,,,,"college"
"Maurice Creek","George Washington University",58,,,,2009,,1,1,0,,,,,,,"college"
"Terrell Vinson","University of Massachusetts Amherst",59,,,,2009,,1,1,0,,,,,,,"college"
"Richard Howell","North Carolina State University",60,,,,2009,,1,1,0,,,,,,,"college"
"Zeke Marshall","University of Akron",61,,,,2009,,1,1,0,,,,,,,"college"
"Kenny Hall","University of Tennessee",62,,,,2009,,1,1,0,,,,,,,"college"
"Karron Johnson","",63,,,,2009,,1,0,,,,,,,,"highSchool"
"Jon Hood","University of Kentucky",64,,,,2009,,1,1,0,,,,,,,"college"
"Brendan Lane","Pepperdine University",65,,,,2009,,1,1,0,,,,,,,"college"
"Isaiah Armwood","George Washington University",66,,,,2009,,1,1,0,,,,,,,"college"
"Tristan Spurlock","University of Central Florida",67,,,,2009,,1,1,0,,,,,,,"college"
"Erik Williams","Sam Houston State University",67,,,,2009,,1,1,0,,,,,,,"college"
"Roberto Nelson","Oregon State University",69,,,,2009,,1,1,0,,,,,,,"college"
"Reginald Buckner","University of Mississippi",70,,,,2009,,1,1,0,,,,,,,"college"
"Roger Franklin","University of North Texas",71,,,,2009,,1,1,0,,,,,,,"college"
"Marshawn Powell","University of Arkansas",72,,,,2009,,1,1,0,,,,,,,"college"
"Jeronne Maymon","University of Tennessee",73,,,,2009,,1,1,0,,,,,,,"college"
"Lakeem Jackson","University of South Carolina",74,,,,2009,,1,1,0,,,,,,,"college"
"Jordan Hulls","Indiana University",74,,,,2009,,1,1,0,,,,,,,"college"
"Hollis Thompson","Georgetown University",76,,,,2009,,1,1,0,,,,,,,"college"
"Dalton Pepper","Temple University",77,,,,2009,,1,1,0,,,,,,,"college"
"Kammeon Holsey","Georgia Institute of Technology",78,,,,2009,,1,1,0,,,,,,,"college"
"Latavious Williams","",79,2010,2,48,2009,,1,1,1,0,,,,,,"draft"
"Deshawn Painter","Old Dominion University",80,,,,2009,,1,1,0,,,,,,,"college"
"Andrew Fitzgerald","University of Oklahoma",81,,,,2009,,1,1,0,,,,,,,"college"
"Anthony Marshall","University of Nevada, Las Vegas",82,,,,2009,,1,1,0,,,,,,,"college"
"John Riek","Mississippi State University",82,,,,2009,,1,1,0,,,,,,,"college"
"MoMo Jones","Iona College",84,,,,2009,,1,1,0,,,,,,,"college"
"DaShonte Riley","Eastern Michigan University",85,,,,2009,,1,1,0,,,,,,,"college"
"Devin Booker","Clemson University",86,,,,2009,,1,1,0,,,,,,,"college"
"Talib Zanna","University of Pittsburgh",87,,,,2009,,1,1,0,,,,,,,"college"
"Derrick Nix","Michigan State University",88,,,,2009,,1,1,0,,,,,,,"college"
"Keith Clanton","University of Central Florida",89,,,,2009,,1,1,0,,,,,,,"college"
"Donnavan Kirk","University of Miami",89,,,,2009,,1,1,0,,,,,,,"college"
"Glen Rice","Georgia Institute of Technology",91,2013,2,35,2009,,1,1,1,1,1,,,,,"other"
"Cory Jefferson","Baylor University",92,2014,2,60,2009,,1,1,1,1,1,,,,,"other"
"Tony Mitchell","University of Alabama",93,,,,2009,,1,1,0,,,,,,,"college"
"Clarence Trent","Seattle University",94,,,,2009,,1,1,0,,,,,,,"college"
"Rashanti Harris","",95,,,,2009,,1,0,,,,,,,,"highSchool"
"Cadarian Raines","Virginia Polytechnic Institute and State University",95,,,,2009,,1,1,0,,,,,,,"college"
"Chris Colvin","Arizona State University",97,,,,2009,,1,1,0,,,,,,,"college"
"Aaron Dotson","University of Utah",98,,,,2009,,1,1,0,,,,,,,"college"
"Khris Middleton","Texas A&M University",99,2012,2,39,2009,1.5,1,1,1,1,1,,,1,,"good"
"Derrick Williams","University of Arizona",100,2011,1,2,2009,-0.5,1,1,1,1,1,,,1,,"good"
"Harrison Barnes","University of North Carolina",1,2012,1,7,2010,0.47,1,1,1,1,1,,,1,,"good"
"Jared Sullinger","Ohio State University",2,2012,1,21,2010,1.33,1,1,1,1,1,,,1,,"good"
"Kyrie Irving","Duke University",2,2011,1,1,2010,2.9,1,1,1,1,1,,,,1,"great"
"Brandon Knight","University of Kentucky",4,2011,1,8,2010,0.6,1,1,1,1,1,,,1,,"good"
"Tobias Harris","University of Tennessee",5,2011,1,19,2010,1.36,1,1,1,1,1,,,1,,"good"
"Josh Selby","University of Kansas",6,2011,2,49,2010,,1,1,1,1,1,,,,,"other"
"Enes Kanter","",7,2011,1,3,2010,0.28,1,1,1,1,1,,,1,,"good"
"Perry Jones","Baylor University",8,2012,1,28,2010,,1,1,1,1,1,,,,,"other"
"Tristan Thompson","University of Texas at Austin",9,2011,1,4,2010,0.83,1,1,1,1,1,,,1,,"good"
"Will Barton","University of Memphis",10,2012,2,40,2010,1.37,1,1,1,1,1,,,1,,"good"
"Terrence Jones","University of Kentucky",11,2012,1,18,2010,2.2,1,1,1,1,1,,,,1,"great"
"C.J. Leslie","North Carolina State University",12,,,,2010,,1,1,0,,,,,,,"college"
"Cory Joseph","University of Texas at Austin",13,2011,1,29,2010,0.53,1,1,1,1,1,,,1,,"good"
"Fab Melo","Syracuse University",14,2012,1,22,2010,,1,1,1,1,0,,,,,"rookie"
"Reggie Bullock","University of North Carolina",15,2013,1,25,2010,1.2,1,1,1,1,1,,,1,,"good"
"Joe Jackson","University of Memphis",16,,,,2010,,1,1,0,,,,,,,"college"
"Deshaun Thomas","Ohio State University",17,2013,2,58,2010,,1,1,1,0,,,,,,"draft"
"Joshua Smith","Georgetown University",18,,,,2010,,1,1,0,,,,,,,"college"
"Patric Young","University of Florida",19,,,,2010,,1,1,0,,,,,,,"college"
"Tony Mitchell","University of North Texas",20,2013,2,37,2010,,1,1,1,1,0,,,,,"rookie"
"Jelan Kendrick","University of Nevada, Las Vegas",21,,,,2010,,1,1,0,,,,,,,"college"
"Ryan Harrow","Georgia State University",22,,,,2010,,1,1,0,,,,,,,"college"
"Ray McCallum","University of Detroit Mercy",22,2013,2,36,2010,,1,1,1,1,1,,,,,"other"
"Jereme Richmond","University of Illinois at Urbana-Champaign",24,,,,2010,,1,1,0,,,,,,,"college"
"Kendall Marshall","University of North Carolina",25,2012,1,13,2010,-1,1,1,1,1,1,,1,,,"bad"
"Doron Lamb","University of Kentucky",26,2012,2,42,2010,,1,1,1,1,1,,,,,"other"
"Adreian Payne","Michigan State University",27,2014,1,15,2010,,1,1,1,1,1,,,,,"other"
"Roscoe Smith","University of Nevada, Las Vegas",28,,,,2010,,1,1,0,,,,,,,"college"
"Trey Zeigler","Texas Christian University",29,,,,2010,,1,1,0,,,,,,,"college"
"Meyers Leonard","University of Illinois at Urbana-Champaign",29,2012,1,11,2010,,1,1,1,1,1,,,,,"other"
"Dion Waiters","Syracuse University",31,2012,1,4,2010,-0.38,1,1,1,1,1,,,1,,"good"
"Josh Hairston","Duke University",32,,,,2010,,1,1,0,,,,,,,"college"
"Terrence Ross","University of Washington",33,2012,1,8,2010,0.72,1,1,1,1,1,,,1,,"good"
"Keith Appling","Michigan State University",34,,,,2010,,1,1,0,,,,,,,"college"
"Ian Miller","Florida State University",35,,,,2010,,1,1,0,,,,,,,"college"
"Cameron Clark","University of Oklahoma",36,,,,2010,,1,1,0,,,,,,,"college"
"Justin Coleman","Marshall University",37,,,,2010,,1,1,0,,,,,,,"college"
"Dwight Powell","Stanford University",38,2014,2,45,2010,2,1,1,1,1,1,,,,1,"great"
"Tyler Lamb","University of California, Los Angeles",39,,,,2010,,1,1,0,,,,,,,"college"
"Jordan McRae","University of Tennessee",40,2014,2,58,2010,,1,1,1,1,1,,,,,"other"
"Phil Pressey","University of Missouri",41,,,,2010,,1,1,0,,,,,,,"college"
"Nate Lubick","Georgetown University",42,,,,2010,,1,1,0,,,,,,,"college"
"Okaro White","Florida State University",43,,,,2010,,1,1,0,,,,,,,"college"
"Dominique Ferguson","Florida International University",44,,,,2010,,1,1,0,,,,,,,"college"
"Luke Cothron","",45,,,,2010,,1,0,,,,,,,,"highSchool"
"Jayvaughn Pinkston","Villanova University",46,,,,2010,,1,1,0,,,,,,,"college"
"K.T. Harrell","Auburn University",47,,,,2010,,1,1,0,,,,,,,"college"
"Vander Blue","Marquette University",48,,,,2010,,1,1,0,,,,,,,"college"
"Travis McKie","Wake Forest University",49,,,,2010,,1,1,0,,,,,,,"college"
"Stacey Poole","Georgia Institute of Technology",50,,,,2010,,1,1,0,,,,,,,"college"
